,Source,URL,sents_leicht,sents_standard
1217,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Nur dann stärken wir die Rechte von Menschen mit Behinderungen.,Nur dann stärken wir ihre Rechte.
1218,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Nur dann wird Teilhabe möglich.»,"Nur dann wird Teilhabe möglich."""
1219,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Was ist Assistenz?,Was ist Assistenz?
1220,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Assistenz ist eine Form von Unterstützung. Das kann eine Assistenz-Person sein.,Unterstützung kann durch eine Assistenz-Person erfolgen.
1221,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Die Assistenz-Person unterstützt eine Person mit Behinderungen im Alltag.,Die Assistenz-Person unterstützt eine Person mit Behinderungen im Alltag.
1222,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Assistenz kann auch eine Sache sein.,Unterstützung kann auch in Form von Hilfsmitteln erfolgen.
1223,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Zum Bespiel ein besonderer Blindenstock.,Zum Beispiel ein Blindenstock.
1224,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,,Eine Assistenz-Person oder Hilfsmittel helfen Menschen mit Behinderungen im Alltag.
1225,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Islam Alijaj vom Verein Tatkraft sagt:,Islam Alijaj vom Verein Tatkraft sagt:
1226,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,"«Menschen mit Behinderungen sollen die Assistenz erhalten, die sie brauchen.","""Menschen mit Behinderungen sollen die Unterstützung bekommen, die sie brauchen."
1227,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Und sie sollen die Assistenz einfacher erhalten.»,"Und sie sollen die Unterstützung leichter bekommen."""
1228,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Und Islam Alijaj sagt:,Und Islam Alijaj sagt:
1229,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,«Wir fordern Assistenz überall im Alltag.,"""Wir fordern Unterstützung in allen Lebensbereichen."
1230,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Nicht nur beim Wohnen oder in der Freizeit.,Nicht nur beim Wohnen oder in der Freizeit.
1231,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Wir brauchen mehr Assistenz.,Wir brauchen mehr Unterstützung.
1232,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Nur dann können wir wirklich selbstbestimmt leben.,Nur dann können wir wirklich selbstbestimmt leben.
1233,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Wir wollen ein Teil von der Gesellschaft sein.,Wir wollen ein Teil der Gesellschaft sein.
1234,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,So wie alle anderen Menschen.»,"So wie alle anderen Menschen."""
1235,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Islam Alijaj ist Politiker.,Islam Alijaj ist Politiker.
1236,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Er ist Mitglied der Partei SP.,Er ist Mitglied der Partei SP.
1237,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Islam Alijaj hat eine Cerebral·parese .,Islam Alijaj hat eine Cerebralparese.
1238,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Er sitzt im Rollstuhl.,Er sitzt im Rollstuhl.
1239,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Islam Alijaj kämpft für die Gleichstellung von Menschen mit Behinderungen.,Islam Alijaj kämpft für die Gleichstellung von Menschen mit Behinderungen.
1240,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Er ist deshalb einer von den 8 Kandidatinnen und Kandidaten für den Prix Courage 2021.,Deswegen ist er einer von 8 Kandidatinnen und Kandidaten für den Prix Courage 2021.
1241,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Das ist ein Preis für mutige Taten.,Prix Courage ist ein Preis für mutige Taten.
1242,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Ein wichtiges Signal,Ein wichtiges Signal
1243,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Islam Alijaj sagt über das Treffen in Bern:,Islam Alijaj sagt über das Treffen in Bern:
1244,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,«Es war ein wichtiges Treffen.,"""Es war ein wichtiges Treffen."
1245,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Es ist ein Signal an die Politik und die Gesellschaft.,Es ist ein Signal an die Politik und die Gesellschaft.
1246,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Damit alle auf unsere Anliegen aufmerksam werden.»,"Damit alle unsere Anliegen beachten."""
1247,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Auch Leila Drobi war am Treffen vor dem Bundeshaus dabei.,Auch Leila Drobi war beim Treffen vor dem Bundeshaus dabei.
1248,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Sie ist auch Mitglied vom Verein Tatkraft.,Sie ist auch Mitglied vom Verein Tatkraft.
1249,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Und sie ist Mitglied vom Parlament in Schlieren.,Und sie ist Mitglied im Parlament in Schlieren.
1250,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Sie sagt:,Sie sagt:
1251,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,«Es war ein toller Tag in Bern.,"""Es war ein toller Tag in Bern."
1252,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Wir haben gespürt: Es ist jetzt Zeit für eine Veränderung.,Wir haben gemerkt: Es ist Zeit für Veränderung.
1253,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,"Es ist wichtig, dass Menschen mit Behinderungen auf ihre Anliegen aufmerksam machen.","Es ist wichtig, dass Menschen mit Behinderungen auf ihre Anliegen aufmerksam machen."
1254,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Und dass sie ihre Rechte fordern.,Und dass sie ihre Rechte fordern.
1255,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Unsere Inklusions- Initiative ist etwas sehr Wichtiges.,Unsere Inklusions-Initiative ist etwas sehr Wichtiges.
1256,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,So etwas hat es noch nie gegeben.»,"So etwas gab es noch nie."""
1257,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Wie geht es weiter?,Wie geht es weiter?
1258,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Der Verein Tatkraft will jetzt zusammen mit anderen Menschen ein Komitee gründen.,Der Verein Tatkraft will jetzt zusammen mit anderen Menschen ein Komitee gründen.
1259,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,"Mit Menschen, die sich für die Gleichstellung einsetzen.","Mit Menschen, die sich für Gleichstellung einsetzen."
1260,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Mit Menschen aus verschiedenen Parteien.,Mit Menschen aus verschiedenen Parteien.
1261,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Mit Menschen mit und ohne Behinderung.,Mit Menschen mit und ohne Behinderung.
1262,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Dann will das Komitee Unterschriften sammeln.,Dann will das Komitee Unterschriften sammeln.
1263,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Die Sammlung soll spätestens nächstes Jahr am 15. September 2022 starten.,Die Sammlung soll spätestens nächstes Jahr am 15. September 2022 starten.
1264,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Dann ist wieder Tag der Demokratie .,Dann ist wieder der Tag der Demokratie.
1265,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Hier kommst Du auf die Website vom Verein Tatkraft.,Hier findest du die Website vom Verein Tatkraft.
1266,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Die Website ist nicht in Leichter Sprache.,
1267,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Verein Tatkraft,
1268,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Hier kommst Du auf die Website vom Projekt behindertenpolitik.ch.,
1269,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Die Website ist nicht in Leichter Sprache.,
1270,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,behindertenpolitik.ch,
1271,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Hier kommst Du auf die Website vom Prix Courage .,
1272,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,"Dort kannst Du abstimmen , wer den Preis dieses Jahr erhalten soll.",
1273,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Die Website ist nicht in Leichter Sprache.,
1274,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Prix Courage,
1275,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Autorin,
1276,LS_infoeasy_gpt,https://infoeasy-news.ch/inklusions-initiative/,Andrea Sterchi,
1277,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,Ein Ja und ein Nein Die Schweiz sagt Ja zur Ehe für alle.,Ein Ja und ein Nein: Schweiz stimmt für Ehe für alle und gegen die 99-Prozent-Initiative.
1278,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,Das Resultat der Abstimmung war sehr klar. Für die 99-Prozent gab es ein Nein. Resultate: Ehe für alle,Bei der Abstimmung zur Ehe für alle gab es ein deutliches Ergebnis.
1279,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,64.1 Prozent der Stimmbürgerinnen und Stimmbürger haben bei der Ehe für alle mit Ja gestimmt.,"64,1 Prozent der Stimmbürgerinnen und Stimmbürger haben dafür gestimmt."
1280,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,Das ist ein klares Resultat. Am klarsten Ja gesagt haben die Stimmbürger im Kanton Basel-Stadt. Dort waren 74 Prozent der Stimmbürgern dafür. Am wenigsten klar dafür waren die Stimmbürger im Kanton Appenzell Innerrhoden.,"Besonders eindeutig war die Zustimmung im Kanton Basel-Stadt mit 74 Prozent, während im Kanton Appenzell Innerrhoden nur knapp über die Hälfte dafür gestimmt hat."
1281,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,Dort haben 50.8 Prozent Ja gestimmt. Das ist nur wenig mehr als die Hälfte. Manchmal stimmen die Stimmbürger in der Westschweiz anders ab als in der Deutsch·schweiz.,Normalerweise gibt es in der westlichen und deutschen Schweiz Unterschiede in der Meinung der Stimmbürgerinnen und Stimmbürger.
1282,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,Dann sagt man: Es gibt einen Röstigraben .,"Man spricht dann vom ""Röstigraben""."
1283,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,"Das war bei der Ehe für alle nicht so. In allen Kantonen gab es ein Ja. Es gab auch keinen Stadt-Land-Graben. So sagt man,","Doch bei der Ehe für alle gab es in allen Kantonen Zustimmung, und auch ein Stadt-Land-Graben war nicht vorhanden."
1284,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,wenn die Stimmbürger in der Stadt anders stimmen,
1285,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,als die Stimmbürger auf dem Land.,
1286,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,Resultate: 99-Prozent-Initiative Das Resultat war auch bei der 99-Prozent- Initiative deutlich.,Die 99-Prozent-Initiative wurde ebenfalls eindeutig abgelehnt.
1287,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,64.9 Prozent der Stimmbürgerinnen und Stimmbürger sagten Nein.,"64,9 Prozent der Stimmbürgerinnen und Stimmbürger haben dagegen gestimmt."
1288,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,Auch alle Kantone sagten Nein.,Kein einziger Kanton hat dafür gestimmt.
1289,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,Am klarsten Nein sagte der Kanton Nidwalden mit 77.4 Prozent.,"Besonders klar war das Nein im Kanton Nidwalden mit 77,4 Prozent."
1290,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,Am meisten Stimmen hat die Initiative im Kanton Basel-Stadt erhalten. Dort sagten 48.1 Prozent der Stimmbürger Ja. Das waren aber nicht genug Ja-Stimmen. Autorin,"Die meisten Stimmen erhielt die Initiative im Kanton Basel-Stadt, jedoch waren es nicht genug Ja-Stimmen."
1291,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,Andrea Sterchi,
1292,LS_infoeasy_gpt,https://infoeasy-news.ch/resultate-abstimmung-september/,"Quelle Die Informationen kommen aus diesem Original-Text in Standard-Sprache in: SRF: Deutliches Ja zu gleichgeschlechtlichen Ehen , 26. September 2021 SRF: Höhere Kapitalbesteuerung scheitert an der Urne , 26. September 2021","Quelle: SRF: ""Deutliches Ja zu gleichgeschlechtlichen Ehen"" und ""Höhere Kapitalbesteuerung scheitert an der Urne"", 26. September 2021."
1293,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Nur mit Zertifikat ins Restaurant Jetzt brauchen wir ein Zertifikat für das Restaurant und für Veranstaltungen.,"Ab jetzt benötigen wir ein Zertifikat, um in Restaurants und Veranstaltungen zu gehen."
1294,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Oder wenn wir ins Fitness-Studio oder ins Kino gehen.,Das gilt auch für Fitnessstudios und Kinos.
1295,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Das gilt für alle Personen ab 16 Jahren.,Die Regel gilt für alle Personen ab 16 Jahren.
1296,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Jetzt gilt an vielen Orten die 3-G-Regel.,Die 3-G-Regel gilt an vielen Orten.
1297,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,"3 G ist die Abkürzung für: g eimpft, g enesen, g etestet.","3 G steht für geimpft, genesen und getestet."
1298,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Genesen ist ein anderes Wort für: wieder gesund.,Genesen bedeutet wieder gesund.
1299,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Wir brauchen darum jetzt an vielen Orten ein Covid-Zertifikat.,Daher benötigen wir jetzt an vielen Orten ein Covid-Zertifikat.
1300,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,"Nur mit dem Zertifikat dürfen wir hinein. Und dieses Zertifikat bekommen nur Personen,",Nur mit diesem Zertifikat dürfen wir eintreten.
1301,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,die geimpft sind. die genesen sind. die einen Corona-Test gemacht haben. Und der Test muss negativ sein.,"Das Zertifikat erhalten nur Personen, die geimpft sind, genesen sind oder einen negativen Corona-Test gemacht haben."
1302,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Mehr Informationen zum Covid-Zertifikat findest Du hier:,Mehr Informationen zum Covid-Zertifikat findest du hier:
1303,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Das Covid-Zertifikat,[Link zu den Informationen über das Covid-Zertifikat einfügen]
1304,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Wer braucht ein Covid-Zertifikat?,Wer benötigt ein Covid-Zertifikat?
1305,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Alle Personen ab 16 Jahren brauchen ein Zertifikat.,Alle Personen ab 16 Jahren benötigen ein Zertifikat.
1306,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Wo brauchst Du ein Covid-Zertifikat?,Wo benötigst du ein Covid-Zertifikat?
1307,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,"Restaurants, Bars und Hotels","Restaurants, Bars und Hotels:"
1308,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Du brauchst das Zertifikat in Innen·räumen von: Restaurants und Bars Hotels,"Du benötigst das Zertifikat in Innenräumen von Restaurants und Bars, sowie in Hotels."
1309,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Auf Terrassen von Restaurants brauchst Du kein Zertifikat.,Auf den Terrassen von Restaurants benötigst du kein Zertifikat.
1310,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,"Freizeit, Sport und Kultur","Freizeit, Sport und Kultur:"
1311,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,"Du brauchst das Zertifikat auch: in Freizeit·betrieben Zum Beispiel im Kino, im Zoo oder in der Bibliothek.","Du benötigst das Zertifikat auch in Freizeitbetrieben wie Kinos, Zoos oder Bibliotheken."
1312,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,"in Sport·betrieben Zum Beispiel im Fitness-Studio, im Schwimmbad oder in der Kletterhalle.","Außerdem benötigst du das Zertifikat in Sportbetrieben wie Fitnessstudios, Schwimmbädern oder Kletterhallen."
1313,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,in Kultur·betrieben Zum Beispiel im Theater oder im Museum.,Auch in Kulturbetrieben wie Theatern oder Museen benötigst du das Zertifikat.
1314,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Ohne Zertifikat darfst Du nicht hinein.,Ohne Zertifikat darfst du nicht eintreten.
1315,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Öffentliche Veranstaltungen,Öffentliche Veranstaltungen:
1316,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Du brauchst das Zertifikat auch für Veranstaltung drinnen. Zum Beispiel für ein Konzert. Oder für einen Fussball-Match im Stadion. Oder für eine Veranstaltung von einem Verein.,"Du benötigst das Zertifikat auch für Veranstaltungen in Innenräumen wie Konzerte, Fußballspiele oder Vereinsveranstaltungen."
1317,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Private Veranstaltungen,Private Veranstaltungen:
1318,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Eine private Veranstaltung ist zum Beispiel eine Hochzeit,
1319,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,oder eine Geburtstags·feier. Findet die private Veranstaltung drinnen statt? Und sind mehr als 30 Gäste dabei? Dann müssen die Gäste ein Zertifikat haben.,"Bei privaten Veranstaltungen wie Hochzeiten oder Geburtstagsfeiern musst du ein Zertifikat haben, wenn die Veranstaltung drinnen stattfindet und mehr als 30 Gäste dabei sind."
1320,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Politische Veranstaltungen und religiöse Veranstaltungen,Politische Veranstaltungen und religiöse Veranstaltungen:
1321,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Bei politischen Veranstaltungen gilt keine Zertifikats·pflicht. Eine politische Veranstaltung ist zum Beispiel eine Versammlung von einer Partei . Nehmen weniger als 50 Personen teil? Dann brauchst Du kein Zertifikat.,"Bei politischen Veranstaltungen wird kein Zertifikat benötigt, wenn weniger als 50 Personen teilnehmen."
1322,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Auch bei einer Gemeinde·versammlung brauchst Du kein Zertifikat.,
1323,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Das ist auch bei religiösen Veranstaltungen so. Eine religiöse Veranstaltung ist zum Beispiel eine Beerdigung. Sind weniger als 50 Personen dabei?,"Das gilt auch für Gemeindeversammlungen und religiöse Veranstaltungen wie Beerdigungen, wenn weniger als 50 Personen dabei sind."
1324,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Dann brauchst Du kein Zertifikat. Bei diesen Veranstaltungen gilt aber eine Masken·pflicht. Und die Teilnehmer müssen die Kontakt·daten geben.,Bei diesen Veranstaltungen gilt aber eine Maskenpflicht und die Teilnehmer müssen ihre Kontaktdaten angeben.
1325,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Sie müssen also ihren Namen und ihre Telefon·nummer geben.,
1326,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Veranstaltungen draussen,Veranstaltungen draußen:
1327,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,"Findet die Veranstaltung draussen statt? Und es nehmen nicht sehr viele Personen teil? Dann können die Veranstalter entscheiden, ob es eine Zertifikats·pflicht gibt.","Bei Veranstaltungen im Freien entscheiden die Veranstalter, ob eine Zertifikatspflicht besteht, wenn nicht zu viele Personen teilnehmen."
1328,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Veranstaltungen mit mehr als 1000 Personen,Veranstaltungen mit mehr als 1000 Personen:
1329,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Für Gross·veranstaltungen gilt seit 1. Juli 2021 eine Zertifikats·pflicht. Bei einer Gross·veranstaltung nehmen mehr als 1000 Personen teil. Eine Gross·veranstaltung ist zum Beispiel ein Fussball·spiel. Oder ein Eishockey-Spiel.,"Seit dem 1. Juli 2021 gilt eine Zertifikatspflicht für Großveranstaltungen mit mehr als 1000 Personen, wie zum Beispiel Fußballspiele oder Eishockeyspiele."
1330,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Sport-Training und Kultur-Proben,Sport-Training und Kultur-Proben:
1331,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Auch für Sport-Aktivitäten und bei Kultur-Aktivitäten brauchst Du ein gültiges Zertifikat.,
1332,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Zum Beispiel für ein Sport-Training.,
1333,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Oder für eine Theater-Probe.,
1334,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Es gibt eine Ausnahme.,
1335,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Trainieren oder proben immer die gleichen Personen in einer Gruppe zusammen? Und die Gruppe hat weniger als 30 Personen? Und die Gruppe trainiert oder probt immer im gleichen Raum? Dann braust Du kein Zertifikat.,"Auch für Sportaktivitäten und Kulturproben benötigst du ein gültiges Zertifikat, außer wenn immer die gleichen Personen in einer Gruppe trainieren oder proben, die Gruppe weniger als 30 Personen hat und immer denselben Raum benutzt."
1336,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Mit Zertifikat keine Maske,Mit Zertifikat keine Maske:
1337,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Gilt an einem Ort oder an einer Veranstaltung die Zertifikats·pflicht? Dann musst Du an diesem Ort oder bei der Veranstaltung keine Maske tragen.,"Wenn an einem Ort oder bei einer Veranstaltung eine Zertifikatspflicht gilt, musst du keine Maske tragen."
1338,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,"Was passiert, wenn Du kein gültiges Covid-Zertifikat hast?","Was passiert, wenn du kein gültiges Covid-Zertifikat hast?"
1339,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Hast Du kein gültiges Covid-Zertifikat? Zum Beispiel an einer Veranstaltung mit Zertifikats·pflicht? Dann bekommst Du vielleicht eine Busse . Die Busse ist 100 Franken.,"Hast du zum Beispiel bei einer Veranstaltung mit Zertifikatspflicht kein gültiges Covid-Zertifikat, kannst du eine Buße bekommen, die 100 Franken beträgt."
1340,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Hält sich ein Restaurant nicht an die Zertifikats·pflicht? Dann bekommt das Restaurant eine Busse . Und vielleicht muss das Restaurant schliessen.,"Hält sich ein Restaurant nicht an die Zertifikatspflicht, bekommt das Restaurant ebenfalls eine Buße und muss möglicherweise schließen."
1341,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Wo brauchst Du kein Covid-Zertifikat? Du brauchst kein Covid-Zertifikat:,Wo benötigst du kein Covid-Zertifikat?
1342,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,im öffentlichen Verkehr.,
1343,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Also im Zug und im Bus. in den Läden in der Bank und in der Post in der Gemeinde·verwaltung,"Du benötigst kein Covid-Zertifikat im öffentlichen Verkehr wie Zug und Bus, in Läden, in der Bank und in der Post, in der Gemeindeverwaltung, beim Friseur und bei Beratungen."
1344,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,beim Coiffeur,
1345,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,bei Beratungen,
1346,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Wer bezahlt die Corona-Tests?,Wer bezahlt die Corona-Tests?
1347,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,"Du willst einen Test machen, damit Du ein Zertifikat bekommst? Ab dem 1. Oktober musst Du den Test selbst bezahlen.","Wenn du einen Test machen möchtest, um ein Zertifikat zu erhalten, musst du den Test ab dem 1. Oktober selbst bezahlen."
1348,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Hast Du Corona-Symptome? Dann bezahlt der Bund den Corona-Test. Für diesen Test bekommst Du aber kein Zertifikat.,"Wenn du Corona-Symptome hast, bezahlt der Bund den Corona-Test, aber dafür erhältst du kein Zertifikat."
1349,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,"Der Bund bezahlt weiter die Tests für Personen, die sich nicht impfen lassen können. Und die Tests für Kinder unter 16 Jahren.","Der Bund bezahlt weiterhin Tests für Personen, die sich nicht impfen lassen können, sowie für Kinder unter 16 Jahren."
1350,LS_infoeasy_gpt,https://infoeasy-news.ch/mit-zertifikat-ins-restaurant/,Wie lange gilt die Zertifikats·pflicht?,Wie lange gilt die Zertifikatspflicht?
