,sents_leicht,sents_standard,sim
481,Die Elektro-Fahrräder sollen zu den Menschen mit Behinderung passen.,"Die neue inklusive Elektromobilität für Menschen mit Behinderungen wird diese in die Lage versetzen, eigenständig und selbstbestimmt die Dinge des täglichen Lebens, wie Einkäufe, Besorgungen, Arztbesuche, Besuche von kulturellen Angeboten, Teilnahme an Freizeitaktivitäten jederzeit alleine und ohne fremde Hilfe durchzuführen. Das XCYC Balance gewinnt den Green Product Award 2022 in der Kategorie Best of Mobility.",0.3039878437122008
482,"Das Projekt ist inklusiv, das heißt,","Der international ausgeschriebene Green Product Award kürt jährlich Produkte und Dienstleistungen, die besonders nachhaltig, herausragend designt und innovativ sind. Lesen Sie hier mehr. Zielgruppe",-0.2424226436946688
483,bei allen Schritten sind Menschen mit Behinderung beteiligt.,Menschen mit unterschiedlichen Behinderungen einer Behinderung Mehrfachbehinderung,0.39253836007739906
484,Fachkräfte unterstützen das Projekt.,körperlicher Behinderung psychischer Behinderung sinnesbezogener Behinderung,-0.017998803804450694
485,Schritte des Projekts,geistiger Behinderung Ziele des Projektes,-0.13766210313415672
486,Die Wünsche an ein passendes Elektro-Fahrrad werden ermittelt und ausgewertet.,Förderung der Mobilität der Menschen mit Behinderungen anhand eines neu konstruierten und zur Serienreife gebrachten Elektrobikes Evaluation bzw. Ermittlung der Bedarfe und Wünsche der Menschen mit Behinderungen an ein geeignetes Elektro-Bike durch Peer-Experten (die Peer-Experten sind qualifizierte nueva-Evaluatoren/innen (Menschen mit Behinderung).,0.11771701096162497
487,"Ein Prototyp, also ein erstes Modell von dem Fahrrad, wird geplant und gebaut.",Planung und Konstruktion des bedarfs- und behinderten gerechten Elektrobikes: Menschen mit Behinderungen arbeiten als Peer-Experten von Anfang an intensiv im Projekt mit Bau des Prototyps (gemeinsam mit Menschen mit Behinderung):,-0.23519855804915932
488,Menschen mit Behinderungen testen das Elektro-Fahrrad,"Menschen mit Behinderungen testen das Elektrobike auf Tauglichkeit, Bedienung, Fahreigenschaften usw.",0.7635856116563612
489,Der Prototyp wird laufend verbessert und angepasst,Prototyp wird kontinuierlich verbessert und den ermittelten Bedarfen und Bedürfnissen der Menschen mit Behinderungen angepasst. Prototyp wird zur Serienreife weiterentwickelt.,0.47314217049195145
490,an die Bedürfnisse der Menschen mit Behinderungen.,"Für die Nachhaltigkeit ist nach Projektbeendigung und Erlangung der Serienreife des konstruierten, behinderten- und bedarfsgerechten E-Bikes beabsichtigt, diese E-Bikes entweder in einem Inklusionsunternehmen, z.B. Femos GmbH in Gärtringen oder in der GWW-eigenen Werkstatt für Menschen mit Behinderung dauerhaft zu produzieren.",0.7459010111758461
491,Der Prototyp wird bis zur Serien-Reife weiter entwickelt.,"Die Werbung, Marketing und Verkauf wird direkt über die bestehenden Vertriebskanäle (z.B.: Direktvertrieb, Onlinevertrieb und bestehendes Händlernetz für die Lasten-E-Bikes und Spezialräder) erfolgen. Wirkung Die bedarfs- und behindertengerechte Mobilität fördert und stärkt für Menschen mit Behinderung die gleichberechtigte Teilhabe am sozialen, gesellschaftlichen und kulturellen Leben im Sozialraum Förderung und Stärkung der Unabhängigkeit und Selbstständigkeit der Menschen mit Behinderung",0.6514716857230545
492,Das Projekt wird gefördert durch die Aktion Mensch,Sensibilisierung des öffentlichen Bewusstseins für die Belange der Menschen mit Behinderung Projektförderung Das Teilhabeprojekt wird gefördert durch Aktion Mensch.,0.4798333662796719
493,und von der Stiftung Zenit.,Das Projekt wird unterstützt durch die Stiftung Zenit.,0.6365899610362186
494,"Vision Eine Vision ist ein Ziel, das man erreichen will. Wir möchten, dass alle Menschen am Leben teilhaben können. Menschen mit Behinderung und Menschen ohne Behinderung.",Unser Leitbild ist Ausdruck unserer gemeinsamen Werte.,0.7090039981303963
496,"Alle sollen lernen können. Alle sollen wohnen, wie sie möchten. Alle sollen auch mit anderen Menschen Zeit verbringen können. Wir unterstützen Menschen dabei.",Es prägt unser Denken und Handeln und ist für uns alle verbindlich.,0.43633209244983295
498,Wir tun es. Wir arbeiten dafür mit Firmen zusammen. Wir arbeiten dafür mit Ämtern zusammen. Wir wollen einen freundlichen Umgang miteinander.,Wir richten unser ganzes Unternehmen danach aus.,0.6294195537939099
499,Mission,Vision,0.7708369182429883
500,"Eine Mission ist das, was man tun will. Alle Wünsche sind uns wichtig. Wir unterstützen Menschen mit Behinderung. Gemeinsam versuchen wir, Ziele zu erreichen.",Gleichberechtigte Teilhabe am täglichen Leben ist für alle Menschen selbstverständlich.,0.8026214743186812
501,"Beide Seiten tragen ihren Teil dazu bei. Wir helfen Menschen dann, wenn sie unsere Hilfe brauchen. Wir helfen Menschen, Leben zu gestalten.",Wir fördern das durch unser Tun und leben Teilhabe vor.,0.6525811643365689
502,"Dann nennen wir sie Kunden. Wir bieten den Menschen in der GWW viele Möglichkeiten. Jeder kann ausprobieren, was Spaß macht. Man kann Dinge finden, die Spaß machen.",Dafür unterstützen wir die Fähigkeiten aller Menschen in der GWW und gestalten eine partnerschaftliche Zusammenarbeit mit unseren Wirtschaftskunden und Leistungsträgern.,0.5094981247398122
503,"Und man kann Dinge finden, die eine Herausforderung sind.",Mission,0.6986306837415868
504,"Wir haben außer Menschen mit Behinderung noch zwei weitere Kunden. Leistungsträger sind auch unsere Kunden. Zum Beispiel die Arbeitsagentur oder andere Geldgeber. Leistungsträger geben uns Geld,","Im Mittelpunkt unseres Handelns stehen die internen Kunden mit ihren Wünschen, ihrem Willen und ihren Fähigkeiten.",0.47219260029943666
505,damit wir Menschen begleiten. Wir haben auch Kunden aus der Wirtschaft. Sie geben uns Aufträge und Arbeit.,"Wir begleiten sie dort, wo sie Unterstützung für ein selbstbestimmtes Leben benötigen.",0.7671601606240962
506,"Wir bauen dazu Werke, in denen man arbeiten kann. Wir bieten allen neue Ideen. Wir bieten allen gute Dinge an.",Mit unseren internen Kunden schaffen wir deshalb passende Angebote und bieten Raum für Selbsterfahrung.,0.7891939418992977
507,Wir schonen dabei die Umwelt. Alle Kunden verlassen sich auf uns. Wir möchten die Wünsche der Kunden erfüllen.,"Wir bieten unseren internen Kunden, Wirtschaftskunden und Leistungs-trägern Qualität, Zuverlässigkeit und innovative Lösungen unter Berücksichtigung eines sorgsamen Umgangs mit der Umwelt.",0.8344400967914548
508,Dafür lernen viele in der GWW neue Dinge. Wir möchten immer neue Arbeiten anbieten. Dabei achten wir auf die Gesundheit von allen in der GWW. Das ist wichtig.,"Diese Ansprüche erfüllen wir durch kontinuierliche Aus- und Weiterbildung, Angebote zur Gesunderhaltung sowie einen stetigen Ausbau unserer Geschäftsfelder.",0.5427410236301005
509,"Wir wünschen uns, dass alle Menschen gemeinsam leben und arbeiten können. Menschen mit und Menschen ohne Behinderung. Wir beziehen alle Menschen mit ein.",Gemeinsam nehmen wir am gesellschaftlichen Leben teil und treten in einen lebendigen Austausch mit unserer Umwelt.,0.6602776345303202
510,"Wir suchen Lösungen, auch wenn es schwierig ist. Dafür setzen wir uns ein. All das hilft uns, unser Ziel zu erreichen. Alle Menschen sollen am Leben teilhaben können.",Auf diese Weise überwinden wir Hindernisse auf dem Weg zur gleichberechtigten Teilhabe.,0.4665956472312199
511,Kernwerte,Kernwerte,0.35071717436443983
512,Was ist uns besonders wichtig 5 Dinge sind uns besonders wichtig:,Fünf Kernwerte prägen unser Handeln:,0.6447711267508431
513,"1. Wir mögen Vielfalt in jeder Form. Das heißt, wir schätzen es, dass Menschen unterschiedlich sind. Jeder Mensch hat seine Stärken und seine Schwächen. Menschen kommen aus verschiedenen Ländern.",Wir schätzen Vielfalt.,0.3818807848107844
514,Das mögen wir. 2. Wir vertrauen auf unsere Stärken.,Wir vertrauen auf unsere Stärken.,0.11251439412539696
515,"Das heißt, wir wissen was wir wollen.",Wir begegnen uns in gegenseitiger Wertschätzung.,0.67099614712476
516,"Wir wissen, was zu tun ist. 3. Wir achten einander. 4. Wir reden ehrlich miteinander.",Wir pflegen einen ehrlichen und ergebnisorientierten Umgang.,0.23435391648434675
517,"5. Wir arbeiten zusammen an unseren Zielen. Wir gehen vorsichtig mit Menschen, Umwelt und Geld um.","Wir arbeiten gemeinsam an unseren Zielen und gehen achtsam mit den Mitteln um, die wir dabei verwenden.",0.3638811149994158
518,Alle sollen mitmachen können.,Teilhabe ist somit möglich.,0.5986365881149419
521,"Und wir stellen Entwicklungen und auch Konzepte der GWW vor. Und wir stellen Themen der anderen Campus Mensch Partner vor: von Femos, von 1a Zugang und von der Stiftung Zenit.","Hier berichten wir über aktuelle Ereignisse und stellen Entwicklungen und Konzepte in allen Bereichen des Campus Mensch, den Unternehmen GWW, Femos, 1a Zugang und der Stiftung Zenit, vor – alles, was uns wichtig und für Sie interessant ist.",0.6941159414369542
523,Bestellen,Bestellen,0.7989369309472574
524,Archiv Bestellen Sie können unsere AKTUELL kostenlos bestellen. Sie bezahlen nichts für die Zeitschrift,Hier können Sie unser Campus Mensch Magazin „Aktuell“ kostenlos bestellen.,0.7044524390121675
526,"Sie können die neue Ausgabe der AKTUELL bestellen. Oder Sie können die AKTUELL kostenlos abonnieren. Abonnieren bedeutet, dass Sie die AKTUELL regelmäßig bekommen.","Sie haben die Möglichkeit, die aktuelle Ausgabe zu bestellen oder sich regelmäßig im kostenfreien Abo zusenden zu lassen.",0.8069197248082282
527,"Schreiben Sie eine E-Mail an steffen.mueller@gww-netz.de. Schreiben Sie uns Ihre Adresse und schreiben Sie, ob Sie die neue Ausgabe haben wollen. Oder ob Sie die AKTUELL abonnieren wollen.",Gebühren für die Zeitung oder den Versand fallen nicht an.,0.6636149534468936
528,Ihre Daten sind bei uns sicher.,Der Schutz Ihrer Daten ist uns wichtig.,0.5523901269911491
529,"Wir brauchen Ihre Adresse nur, um Ihnen die AKTUELL mit der Post zu schicken.","Ihre Adressdaten werden von uns ausschließlich zum Zwecke des Versands, bzw. wenn Sie das wünschen, zur Kontaktaufnahme gespeichert.",0.5269590401944986
530,Wir geben Ihre Daten nicht an andere Menschen weiter.,Die Weitergabe Ihrer Daten an Dritte ist grundsätzlich ausgeschlossen.,0.7382445246661513
532,"Liebe Besucherinnen und Besucher,","Liebe Besucherinnen und Besucher,",0.5964163378873396
533,wir heißen Sie herzlich willkommen auf den Internet-Seiten der GWW. GWW ist die Abkürzung für Gemeinnützige Werkstätten und Wohnstätten.,wir möchten Sie herzlich willkommen heißen auf der Homepage der Gemeinnützigen Werkstätten und Wohnstätten.,0.38818377391266073
537,Zusammen mit Partnern aus allen Bereichen der Gesellschaft fördern wir die Teilhabe behinderter Menschen. Die GWW ist Teil der Gemeinschaft des Campus Mensch.,Seit 1973 ermöglicht die GWW im Verbund mit örtlichen Organisationen behinderten Menschen die Teilhabe am gesellschaftlichen Leben.,0.6917512571290854
542,Eingliederung funktioniert heute ganz anders als früher. Wir sprechen heute von Inklusion. Damit meinen wir ein Miteinander auf Augenhöhe. Wir sind stolz auf das bisher Geleistete.,Seit der Gründung 1973 hat sich das System der Eingliederungshilfe immens verändert.,0.5674818688916935
544,ist die GWW ein zuverlässiger Wegbegleiter. Für unsere wirtschaftlichen Kunden und den Landkreis sind wir ein starker Partner. Wirtschaftliche Kunden sind zum Beispiel:,"Wir sind stolz darauf, durch die flexible und zukunftsorientierte Begegnung mit neuen Anforderungen, auch heute noch als zuverlässiger Wegbegleiter für Menschen mit Behinderung und starker Partner für unsere Wirtschaftskunden und Leistungsträger zu fungieren.",0.7109747672944388
546,Privatpersonen Organisationen Leistungsträger sind zum Beispiel: die Landkreise Böblingen und Calw,"Mit unseren konstruktiven Beziehungen zu den Angehörigen, der partnerschaftlichen Zusammenarbeit mit unseren Kunden und dem Engagement unserer Personalmitarbeiter werden wir auch in Zukunft die Fähigkeiten aller Menschen in der GWW unterstützen können.",0.6783233722121632
547,Die Agentur für Arbeit Die Rentenversicherung An neue Anforderungen passen wir uns an und wir denken voraus.,Darauf freuen wir uns.,0.7521332508082871
549,unterstützt und gefördert werden. Dafür pflegen wir den wertvollen Kontakt zu den Angehörigen. Und wir arbeiten partnerschaftlich mit unseren Kunden zusammen.,Wir danken Ihnen für Ihr Interesse an unserer Arbeit und wünschen Ihnen viel Freude beim Lesen.,0.9744406461481735
550,Unser Personal möchte sich gut einbringen. Wir freuen uns auf die Zukunft. Wir danken Ihnen für das Interesse an unserer Arbeit. Und wir wünschen Ihnen viel Freude beim Lesen.,Ihre,0.7013186607980838
551,Ihre Andrea Stratmann,Andrea Stratmann,0.3474024063076697
552,Das Motto der Baum-Pflanz-Aktion war,Gartenteam pflanzt Baum als Zeichen gegen Diskriminierung und Rassismus,0.4784398383328259
553,"""Wurzeln schlagen und gut ankommen""- Vielfalt erkennen und wertschätzen.","""Wurzeln schlagen und gut ankommen""- Vielfalt erkennen und wertschätzen.",0.5749024450053721
554,An der Baum-Pflanz-Aktion beteiligt waren das GWW Gartenteam und die Stadt Altensteig.,Passend zu diesem Motto pflanzte das GWW Gartenteam zusammen mit der Stadt Altensteig einen Baum. Die Aktion fand im Rahmen der diesjährigen internationalen Antirassismuswochen am 22.3.22 statt.,0.8025511182911438
555,Dabei waren:,Aus insgesamt 54 Herkunftsländern kommen die knapp 2.000 Menschen der Unternehmen des Campus Mensch.,0.5705686137092348
556,"Dieter Renz, stellvertretender Bürgermeister von Altensteig Gerd Gauß, Diakon der Gemeinde Bernhard Utters vom Internationalen Arbeitskreis Altensteig Natalie Botero, die Beauftragte für Vielfalt im Campus Mensch","Unter dieser Dachmarke haben sich die GWW, Femos, 1a Zugang Beratungsgesellschaft und die Stiftung Zenit zusammengetan, um in gemeinsamer sozialer Verantwortung Menschen mit Behinderung und anderen Nachteilen eine gleichberechtigte Teilhabe an der Gesellschaft zu ermöglichen.",0.6485133759302661
557,"Sven Herty, GWW Standortleiter",Gemeinsam mit der Stadt Altensteig pflanzte das Gartenteam der GWW nun einen Baum im Altensteiger Teilort Spielberg.,0.7410486981947959
558,"Alin Alban, Kulturvermittler der GWW",Seit über 25 Jahren unterstützt das Gartenteam die Stadt Altensteig bei der Grünpflege ihrer Anlagen.,0.44303411651440355
559,Teilnehmende des Berufsbildungsbereichs der GWW in Nagold,"Was mit einfachen Tätigkeiten begann, wie Unkraut jähten, hat sich bis heute ständig weiterentwickelt. Seit wenigen Jahren sind auch aufwändigere Pflanzarbeiten zum Auftragsvolumen hinzugekommen.",0.6305555821660134
560,und natürlich das Garten-Team der GWW Der Baum wurde gepflanzt am 22. März 2022 im Altensteiger Teilort Spielberg,"So lag es nahe, den symbolischen Baum als Zeichen des gemeinsamen Engagements für Menschen mit Behinderung und den Einsatz gegen Diskriminierung und Rassismus zu pflanzen. „Es freut uns, dass wir mit dieser Aktion zusammen ein Zeichen setzen können und damit auch die langjährige Kooperation der Stadt Altensteig mit der tollen Arbeit des Gartenteams der GWW würdigen können“, freut sich GWW Standortleiter Sven Herty.",0.7682150557375287
561,während der internationalen Anti-Rassismus-Wochen als Zeichen gegen Diskriminierung und Rassismus,"Gerade in diesen Zeiten, ist ein solches Zeichen wichtiger denn je, denn „das Thema Gut ankommen wird für uns im Zusammenhang der zu erwartenden Flüchtlingszahlen aus der Ukraine in den nächsten Wochen eine besondere Aufgabe sein“, ergänzt der stellvertretender Bürgermeister von Altensteig, Dieter Renz",0.64428609257546
562,im Rahmen einer von 54 Baum-Patenschaften,"Bei der Baumpflanzaktion, gefördert durch die Stiftung Zenit, mit dabei waren neben dem Gartenteam und Vertretern der Stadt Altensteig auch die Beauftragte für Vielfalt im Campus Mensch, Natalie Botero, Kulturvermittler Alin Alban, Bernhard Utters vom Internationalen Arbeitskreis Altensteig, Gemeindediakon Gerd Gauß sowie Teilnehmerinnen und Teilnehmer des Berufsbildungsbereichs der GWW in Nagold.",0.5620180917848444
563,Die knapp 2.000 Menschen des Campus Mensch kommen aus 54 Herkunftsländern.,Die Unternehmen des Campus Mensch beteiligen sich an den internationalen Antirassismus- und Antidiskriminierungswochen (14.-27.3.2022) mit einer eigenen Initiative unter dem Motto „Wurzeln schlagen und gut ankommen“.,0.6659530835490577
564,Deshalb haben die Unternehmen des Campus Mensch symbolisch 54 Baum-Patenschaften übernommen.,"In diesem Zusammenhang übernehmen die Unternehmen 54 Baumpatenschaften in Baden-Württemberg als Zeichen, dass die 54 im Campus Mensch vertretenen Nationalitäten hier Fuß gefasst haben und sich verwurzelten.",0.7327974179154515
565,Zu einer Baum-Patenschaft gehört das Pflanzen des Setzlings,Baden-Württemberg ist für sie zur (neuen) Heimat geworden.,0.8638945013682393
566,der dazugehörige Bissschutz und die Baumpflege.,"Die Baumpatenschaften umfassen das Pflanzen des Setzlings, den dazugehörigen Bissschutz und die Baumpflege.",0.8221914425692486
570,Neues Angebot von Campus Mensch Campus Mensch hat viele verschiedene Angebote,Mit dem Checkpoint Campus eröffnete die GWW in Sindelfingen den ersten inklusiven Coworking Space in der Region Stuttgart.,0.0545607533387714
571,für externe Kunden. Zum Beispiel:,"Er verspricht den Nutzern eine temporäre Heimat in sozialer Gemeinschaft. Denn durch die Anbindung an die GWW und deren regionale Vernetzung ergibt sich für die Nutzer ein Mehrwert, der über die Bereitstellung temporärere Arbeitsflächen deutlich hinausgeht.",0.7416807858213168
572,Montage,Gemeinschaftsbüro,0.7341489541733817
573,Scannen Digitalisieren,"Raum Innovation 1 Raum Innovation 2 Die flexibel buchbaren Räume sind der Ort, wo Neugründer, Start-ups, Studenten und Unternehmen, zum Beispiel aus dem Bereich Medizintechnik, arbeiten und voneinander profitieren können.",0.6813274907181666
574,Logistik Jetzt hat Campus Mensch,"Der Coworking Space Checkpoint Campus bietet barrierefreie, professionell ausgestattete Räumlichkeiten und eine leistungsstarke Infrastruktur.",0.34176204021661327
575,ein tolles neues Angebot.,"Bis dahin unterscheidet sich das neue Angebot nicht von den Lösungen anderer Anbieter. „Wir möchten den Mietern einen Mehrwert bieten, den sie sonst nirgends erhalten“, erklärt Andrea Stratmann, Geschäftsführerin der GWW, „und deshalb wollen wir das Know-How der GWW ebenso einbringen, wie unsere gute Vernetzung vor Ort.",0.042478754191484114
576,Das Angebot heißt: Coworking Space.,Denn wir sind auch an Kooperationsprojekten und längerfristiger Zusammenarbeit interessiert.“ So können die Coworker von allen Dienstleistungen des Campus Mensch profitieren.,-0.2939960663376799
577,"Das ist Englisch, und wir sprechen es so aus:","Dazu gehören Montage-, Verpackungs- und Produktionsdienstleistung, Digitaldruck inhouse, Scannen, Digitalisieren, Logistik, Unterstützung durch Menschen mit Behinderung und weitere Dienstleistungen.",0.10211588819524042
578,Cowörking Späis.,Partnerschaft mit Senioren der Wirtschaft,0.5933329970992989
579,Das sind Arbeits-Räume. Jedes Unternehmen kann diese Räume buchen.,"Dazu kommt die Partnerschaft mit den Senioren der Wirtschaft, die mit mehr als 50 ehemaligen Unternehmern und Führungskräften aus der Wirtschaft Neugründer professionell unterstützen können. „Wir begleiten den gesamten Gründungsprozess: von der Konzeptentwicklung über die Erstellung eines Businessplans bis zur Kapitalbeschaffung.",0.0
580,Aber auch Studenten können die Räume nutzen.,"Zudem stehen wir als Sparringpartner und Mentor zur Verfügung“, erläutert Wolfgang Vogt, der seit 2011 in dem gemeinnützigen Verein mitarbeitet und Vorstandsmitglied ist.",0.3142365998571146
581,"Die Arbeits-Plätze in den Räumen können für Tage,","Räume und Möglichkeiten Zu Beginn steht den Interessenten nun eine Fläche von über 150 m² mit Gemeinschaftsbüros, Einzelarbeitsplätzen und Kreativ- und Meetingräumen mit flexibler Innenraumgestaltung an unserem Gründungsstandort in der Waldenbucher Straße 34-36 in 71065 Sindelfingen zur Verfügung.",0.0
582,Monate oder Jahre gebucht werden.,"Bis Jahresende ist geplant, diese Fläche auf insgesamt 700 m² zu erhöhen. Erst in den vergangenen drei Jahren wurde der Standort grundsaniert und teilweise neu gebaut.",-0.26161280896317496
583,"Es gibt Kaffee und Wasser und die Arbeits-Plätze haben alle Technik, die gebraucht wird.","Insgesamt 240 Menschen mit Behinderung arbeiten dort an Produkten für die Automobilindustrie, für kleinere und mittelständische Unternehmen und erbringen Dienstleistungen im Bereich Drucken und Digitalisieren unter anderem für Behörden.",0.0
584,Die Möbel haben Teilnehmer aus dem Berufs-Bildungs-Bereich,"Darüber hinaus beliefert die GWW auch Medizingerätehersteller, weshalb im Herbst eine Zertifizierung in diesem Bereich ansteht. „Wir sind seit Jahren Partner für Unternehmen aus dem Bereich Medizintechnik und möchten dies durch unsere Zertifizierung untermauern“, sagt die Geschäftsführerin, „Und damit können wir einerseits nächste Schritte in der Kooperation mit den Unternehmen gehen, als auch Gründern aus dem Gesundheitsbereich zusätzliche Möglichkeiten der Zusammenarbeit bieten.“ Raum Innovation 2 Raum Innovation 1",0.38828690230335505
585,in Gärtringen hergestellt.,Einzelbüro,0.19138527635291525
586,Sie bestehen aus Paletten. Natürlich können,"www.coworking-campus-mensch.de Campus Mensch Campus Mensch mit den rechtlich eigenständigen sozialen Unternehmen Femos gGmbH, 1a Zugang Beratungsgesellschaft mbH, GWW Gemeinnützige Werkstätten und Wohnstätten GmbH und der Stiftung Zenit ist eine ideelle Gemeinschaft in der Region Stuttgart.",0.13728345930687946
587,die Unternehmen und Studenten auch noch die anderen Angebote von Campus Mensch nutzen.,"Gemeinsam arbeiten wir an unserer Vision einer gleichberechtigten Teilhabe aller in einer barrierefreien Gesellschaft. Dafür bieten wir Menschen mit Nachteilen Bildungsangebote, Arbeitsplätze, Wohnarrangements und die passende Förderung und Betreuung.",0.14497525237041348
588,Wie schützt die GWW die Umwelt,"2020 wurde stark von den Auswirkungen der Pandemie überschattet. Darüber sind die zuvor überall wahrnehmbaren Umweltthemen fast in Vergessenheit geraten. Daher nehmen die Unternehmen des Campus Mensch, die GWW-Gemeinnützige Werkstätten und Wohnstätten GmbH, Femos gGmbH, 1a Zugang Beratungsgesellschaft mbH und die Stiftung Zenit, das Audit des Umweltmanagementsystems (ISO 14001:2015) der GWW im vergangenen November zum Anlass, über die Ausrichtung der Unternehmen in diesem Bereich zu berichten. Wie wollen wir mit unserer Umwelt umgehen?",0.3183428176425856
589,"Es ist wichtig, die Umwelt zu schützen.","Diese Frage stellen sich längst nicht nur Privatpersonen, sondern auch Unternehmen. Denn egal was wir tun, haben wir Verantwortung gegenüber der Umwelt und den uns nachfolgenden Generationen.",-0.2602593462801978
590,Auch die GWW achtet auf die Umwelt.,"Auch die Unternehmen des Campus Mensch möchten sich darum diesem wichtigen Thema zentral annehmen. Im Leitbild der GWW ist das Thema Umwelt auf höchster Ebene verortet. Dort heißt es: „Wir bieten unseren internen Kunden, Wirtschaftskunden und Leistungsträgern Qualität, Zuverlässigkeit und innovative Lösungen unter Berücksichtigung eines sorgsamen Umgangs mit der Umwelt.“ Es war ein Anliegen aller, die am Leitbildprozess mitgearbeitet haben.",0.8345462729336535
591,Die Mitarbeiter der GWW vermeiden Abfall.,"Dazu gehörten verschiedene Menschen des Unternehmens: Menschen mit Behinderung und anderen Nachteilen, Fachkräfte, Leitungen aus allen Bereichen. Doch wie wirkt sich dieser Abschnitt des Leitbilds im Alltag aus? Aus dem Leitbild ist unter anderem das Thema Umwelt als Handlungsfeld abgeleitet: Ein Handlungsfeld wirkt in alle Campus Mensch Unternehmen und es kann in allen Unternehmen Personen geben, die sich um dieses Handlungsfeld kümmern. Allerdings werden diese Themen nur dann gelebt, wenn alle Unternehmensmitglieder sie auch zu ihren Zielen machen.",0.274053815247472
592,Und sie trennen Abfall,"D. h. alle sollten in ihren Handlungen den Aspekt des sorgsamen Umgangs mit der Umwelt bedenken. Auch aus dem wirtschaftlichen Handeln ergeben sich besondere Umweltaspekte, deren Auswirkung auf die Umwelt die GWW so gering wie möglich halten will. Dafür werden die Produktionsanlagen sowie die Gebäude an einer Umweltpolitik ausgerichtet. Was heißt das konkret?",0.6985526800840034
593,und verwerten ihn weiter.,"Alle Aspekte können wir an dieser Stelle nicht nennen, daher wollen wir exemplarisch einige Punkte herausgreifen.",0.7183479849293806
594,Sie achten auf den Wasser-Verbrauch.,"Grundsätzlich achten wir darauf, Abfall zu vermeiden, zu trennen und zu recyceln. Der Wasserverbrauch wird genau beobachtet und nach Möglichkeit reduziert.",0.6609168005207197
595,An manchen Stand-Orten nutzen sie schon Regen-Wasser.,An verschiedenen Standorten wird zusätzlich Regenwasser genutzt. An den GWW Werkstandorten wird die innerbetriebliche Logistik ab 2022 CO2-neutral durchgeführt werden.,0.3975049890866006
596,Spätestens 2030 sollen alle Autos von der GWW elektronisch fahren.,"Auch die externe Logistik wird nach und nach, sobald am Markt verfügbar, auf CO2 freie Antriebe umgestellt. Spätestens im Jahr 2030 soll die Fahrzeugflotte der GWW CO2-neutral sein.",0.7125541989495713
597,Für die Elektro-Autos werden schon Lade-Säulen installiert.,Bereits jetzt werden bei Neubauten und auch vereinzelt an bestehenden Immobilien beispielsweise Ladesäulen für Elektroautos installiert.,0.5164826963013808
598,"Die Mitarbeiter der GWW achten auch darauf, weniger Strom zu verbrauchen.","Durch Einsparungen und Optimierungen an vorhandenen Anlagen und auch durch die Nutzung selbst erzeugte Energie streben wir eine Reduzierung des Energieverbrauchs von jährlich 2 % an. Dieser Punkt hat den Auditoren besonders gefallen, dass das Thema CO2 Neutralität jetzt verbindlich in die Umweltpolitik aufgenommen wurde.",0.5633853083365902
599,"Zum Beispiel durch Lampen, die weniger Strom verbrauchen. Das sind nur ein paar Beispiele,",Über detaillierte Auswertungen kann die aktuelle Entwicklung genauestens beobachtet und bei Bedarf eingegriffen werden.,0.47298591549633096
600,wie die GWW auf die Umwelt achtet.,"Außerdem bezieht die GWW 100 % Ökostrom. Darüber hinaus kann jeder im Alltag dazu beitragen, Energie einzusparen, beispielsweise indem unnötig brennende Lampen ausgeschaltet werden.",0.7886770734622757
601,Aber auch die anderen Unternehmen,Doch auch die Lampen selbst sollen bis 2025 im Arbeitsbereich komplett gegen energieeffiziente LED-Leuchtmittel ausgetauscht werden.,-0.1327868721055489
602,"von Campus Mensch achten auf die Umwelt. Jeder kann etwas tun, um die Umwelt zu schützen.",Durch all diese Maßnahmen und durch die Unterstützung aller in den Campusunternehmen tätigen Menschen und den Bewohnern der Wohnbereiche wollen wir uns für einen nachhaltigen Umgang mit der Umwelt einsetzen. Damit wollen wir unsere Ziele im Sinne einer sorgsamen Umweltpolitik erreichen.,0.5742681560059724
603,Die GWW hat vor 40 Jahren ihre ersten Wohnheime eröffnet. Ein Wohnheim in Sindelfingen mit 37 Plätzen und ein Wohnheim in Herrenberg mit 36 Plätzen. Jetzt haben sie Jubiläum gefeiert.,Auf eine große Feier mit Gästen mussten die Bewohner der Wohnbereiche der GWW in Sindelfingen und Herrenberg in diesem Jahr verzichten.,-0.07471821287002117
604,Leider gab es Corona-Schutz-Maßnahmen und deswegen waren keine Gäste eingeladen. Die Bewohner und Betreuer blieben deshalb unter sich.,Aufgrund der aktuellen Corona Schutzmaßnahmen blieben die über 100 Bewohner und Betreuer an den verschiedenen Standorten unter sich.,0.269539842270303
605,Die Feier war aber trotzdem sehr schön. Es gab Fotos aus alten Zeiten und die älteren Bewohner erinnerten sich an früher.,Dies tat der Feier keinen Abbruch – es gab Fotos aus alten Zeiten und die älteren Bewohner erinnerten sich an die unterschiedlichen Begebenheiten und Veränderungen in den vergangenen 40 Jahren.,-0.0692063451295734
606,Viele Menschen mit Behinderung. in den Werkstätten,Durch die 1980 eingeweihten Wohnheime in Sindelfingen und Herrenberg folgte die GWW dem Wunsch der in den Werkstätten beschäftigten Menschen mit Behinderung. Viele der Mitarbeiter lernten in den Werkstätten über die tägliche Arbeit eine neue Form der Teilhabe kennen.,0.5633964822356381
