,sents_leicht,sents_standard,label
777,In dem Brief steht: Wann Sie den Ausweis abholen können. Welche Papiere Sie beim Abholen mitbringen müssen. Bitte warten Sie diesen Brief ab.,Im Online-Verfahren ist die elektronische Bezahlfunktion im Verfahren direkt eingebunden.,1
778,"Bitte bezahlen Sie die Gebühren,wenn Sie den Ausweis bei uns abholen. Wichtig: Wenn Sie im Antrag mehrere Fahrzeuge aufschreiben,bekommen Sie einen Park-Ausweis für mehrere Fahrzeuge. Auf dem Park-Ausweis stehen die verschiedenen Kennzeichen von den Fahrzeugen.","Nachdem wir Ihren Antrag geprüft haben, erhalten Sie eine E-Mail an die von Ihnen angegebene E-Mail-Adresse mit einer PDF-Datei im Anhang, aus der Sie den Ausweis direkt ausdrucken können. für Bewohnerparkausweise, die im Rahmen von Carsharing ausgestellt werden sollen für Bewohnerparkausweise, die mit mehreren, wechselnden oder Sonder-Kennzeichen ausgestellt werden sollen für Änderungen während der Gültigkeitsdauer Wie verlängere ich meinen Bewohnerparkausweis?",1
779,"Sie müssen keinen neuen Antrag stellen,um den Park-Ausweis zu verlängern.",Ein Verlängerungsantrag ist grundsätzlich nicht erforderlich.,1
780,"Wenn Sie schon einen Park-Ausweis haben,bekommen Sie einen Brief von uns.Wir schreiben Ihnen etwa 2 Monate,bevor Ihr Park-Ausweis abläuft.","Falls Sie bereits einen Bewohnerparkausweis besitzen, werden Sie etwa drei Monate vor Ablauf der Gültigkeit des Ausweises von uns angeschrieben.",1
781,"Wenn Sie uns Ihre E-Mail-Adresse geben,schreiben wir Ihnen gerne auch eine E-Mail.Also eine Nachricht am Computer.In der Nachricht steht auch das Kassen-Zeichen. Das Kassen-Zeichen ist eine Nummer.Schreiben Sie die Nummer bitte auf die Überweisung,wenn Sie den neuen Park-Ausweis bezahlen.","Sie können sich auch per E-Mail benachrichtigen lassen. Wenn Sie uns Ihre Adresse mitteilen, erhalten Sie von uns eine E-Mail mit dem Kassenzeichen, das Sie dann bitte bei der Überweisung der Gebühr für Ihren neuen Bewohnerparkausweis angeben.",1
782,"Wenn Sie das Geld überweisen,dann schicken wir Ihnen den neuen Park-Ausweis mit der Post.","Nach Überweisung der Gebühr von wahlweise 30, 45 oder 60 Euro bekommen Sie den neuen Ausweis mit einer Gültigkeitsdauer von 12, 18 oder 24 Monaten zugesandt.",1
783,Melden Sie sich bitte bei einem Kunden-Zentrum: Wenn Sie noch keine Nachricht von uns habenund Ihr Park-Ausweis in 1 Monat abläuft.,"Falls Ihnen eine Benachrichtigung vier Wochen vor Ablauf des Ausweises noch nicht vorliegt, setzen Sie sich bitte mit einem Kundenzentrum in Verbindung.",1
784,Oder wenn Sie das Geld nicht rechtzeitig überwiesen haben und kurzfristig einen neuen Park-Ausweis brauchen. Köln hat eine Umwelt-Zone.Umwelt-Zone heißt: In diesem Gebiet ist der Verkehr beschränkt.Hier dürfen nur Fahrzeuge mit wenig Abgasen fahren.Diese Fahrzeuge haben eine grüne Plakette.,"Wenn Sie die Gebühr nicht rechtzeitig überwiesen haben und kurzfristig einen neuen Ausweis benötigen, sprechen Sie bitte im Kundenzentrum Ihrer Wahl vor.Oder Sie nutzen ""Bewohnerparken online"", das die Funktion der elektronischen Gebührenüberweisung enthält.",1
785,Eine Plakette ist ein Aufkleber an Ihrem Fahrzeug.Der Aufkleber muss gut sichtbar sein.,"Nachdem Sie die Gebühr elektronisch überwiesen haben, prüfen wir Ihren Antrag. Nach erfolgter Überprüfung erhalten Sie eine E-Mail an die von Ihnen angegebene E-Mail-Adresse mit einer PDF-Datei im Anhang. Aus dieser können Sie sich den neuen Ausweis mit der beantragten Gültigkeitsdauer direkt ausdrucken.",1
786,"Fahrzeuge mit roter oder gelber Plakette dürfen nicht in der Umwelt-Zone fahren.Weil sie zu viele Abgase haben.Und sie der Umwelt schaden. Sie können nur in der Umwelt-Zone fahren und parken,wenn Sie eine grüne Plakette haben.Dann können Sie einen Park-Ausweis für die Umwelt-Zone bekommen. Ja.","Wenn Sie einen Bewohnerparkausweis, der im Rahmen von privatem Carsharing ausgestellt wurde, nach Ablauf seiner zwölfmonatigen Gültigkeit verlängern lassen möchten, müssen Sie in einem Kundenzentrum vorsprechen und alle Unterlagen erneut vorlegen. Bewohnerparkausweis und Umweltzone Köln hat seit dem 1. Januar 2008 eine Umweltzone.",1
787,Sie müssen persönlich zu uns kommen.,Vorsprache Grundsätzlich müssen Sie persönlich vorsprechen.,1
788,"Sie können den Antrag für den Ausweis am Computer schicken,aber Sie müssen den Park-Ausweis persönlich abholen. Sie bekommen den Bewohner-Park-Ausweis sofort,wenn Sie persönlich vorsprechen. Wenn Sie nicht persönlich kommen können,dann kann auch eine andere Person für Sie zu uns kommen. Die Person muss uns dann eine Vollmacht zeigen.",Bitte beachten Sie unsere Hinweise bei den Öffnungszeiten.,1
789,"Eine Vollmacht ist ein Papier, auf dem steht:Dass Sie jemanden etwas erlauben.",Sie können sich aber auch durch eine bevollmächtigte Person vertreten lassen.,1
791,"30 Euro im Jahr. 4,20 Euro im Monat. 2,50 Euro für Änderungen.","Gebühren 30 Euro für 12 Monate45 Euro für 18 Monate60 Euro für 24 Monate4,20 Euro für 1 Monat2,50 Euro für Änderungen2,50 Euro für einen Ersatz-BewohnerparkausweisDie Gebühren können bar oder mit der EC-Karte und PIN-Nummer bezahlt werden.Wenn Sie Ihren Bewohnerparkausweis online beantragen oder verlängern, ist im Verfahren eine elektronische Bezahlfunktion eingebunden.",1
792,Zum Beispiel:,"Weitere Informationen zu ePayment finden Sie unter der Überschrift ""Bewohnerparken online"".",1
793,"Wenn Sie in ein anderes Bewohner-Park-Gebiet umziehen.Oder wenn Sie sich ein neues Fahrzeug gekauft haben und Sie ein neues Kennzeichen haben. 2,50 Euro für einen Ersatz-Ausweis. Zum Beispiel:","30 Euro für 12 Monate 45 Euro für 18 Monate 60 Euro für 24 Monate 4,20 Euro für 1 Monat 2,50 Euro für Änderungen 2,50 Euro für einen Ersatz-Bewohnerparkausweis Die Gebühren können bar oder mit der EC-Karte und PIN-Nummer bezahlt werden.",1
794,"Wenn Sie einen neuen Park-Ausweis brauchen,weil Sie den alten Park-Ausweis verloren haben. Sie können mit Bar-Geld bezahlen.","Wenn Sie Ihren Bewohnerparkausweis online beantragen oder verlängern, ist im Verfahren eine elektronische Bezahlfunktion eingebunden.",1
796,Sie haben Ihre Zulassungs-Bescheinigung Teil 1 verloren? Oder die Zulassungs-Bescheinigung wurde geklaut? Dann können Sie einen Ersatz von uns bekommen. Wichtig:,Ihre Zulassungsbescheinigung Teil I ist verloren gegangen oder wurde entwendet.,1
800,"Zulassungs-Bescheinigung Teil 1. Sie bekommen die Zulassungs-Bescheinigung Teil 1, wenn Sie Ihr Fahrzeug bei der Zulassungs-Stelle anmelden. Die Bescheinigung ist ein Nachweis für das Anmelden.",Benötigt werden,1
802,"2. Der Fahrzeug-Brief heißt jetzt: Zulassungs-Bescheinigung Teil 2. Sie bekommen die Zulassungs-Bescheinigung Teil 2, wenn Sie ein Fahrzeug kaufen.",Zulassungsbescheinigung Teil II (Fahrzeugbrief),1
821,3. Sie müssen dann persönlich zur Zulassungs-Stelle kommen. Das ist die Adresse: Zulassungs-Stelle Köln Max-Glomsda-Straße 4,Personalausweis oder Pass der Halter*in,1
822,51105 Köln Hier finden Sie mehr Infos zur Zulassungs-Stelle Köln. Zum Beispiel: Die Öffnungs-Zeiten.,Vollmacht bei Vertretung,1
841,"Eine Bestätigung von der Bank. Mit der Bestätigung erlaubt der Finanzierungs-Partner, dass wir Ihnen die Zulassungs-Bescheinigung geben. Personal-Ausweis oder Passvom Halter oder der Halterin",Bei Minderjährigen: Einverständniserklärung beider Eltern oder des Vormundes sowie deren Ausweisdokumente,1
850,"Wenn Sie unter 18 Jahre sind:Einverständnis-Erklärung und Ausweisevon beiden Eltern oder vom Vormund Wenn Sie unter 18 Jahre alt sind, dann müssen Ihre Eltern eine Einverständnis-Erklärung schreiben. Das ist ein Papier, auf dem steht:",Bei Minderjährigen: Einverständniserklärung beider Eltern oder des Vormundes sowie deren Ausweisdokumente,1
856,"muss der Vormund die Einverständnis-Erklärung schreiben. Und Sie müssen den Ausweis vom Vormund zeigen. Wenn Ihr Fahrzeug-Schein gestohlen wurde:Nachweis von der Polizei Wenn Ihr Fahrzeug-Schein gestohlen wurde,",Gegebenenfalls die Bestätigung über eine Diebstahlsanzeige bei einer deutschen Polizeidienststelle,1
857,dann müssen Sie zur Polizei gehen. Sie müssen den Diebstahl bei der Polizei anzeigen. Dann bekommen Sie eine Bestätigung. Die Bestätigung müssen Sie uns zeigen.,Informationen zur Verlusterklärung Ein Formblatt zur Verlusterklärung haben wir für Sie vorbereitet.,1
859,"Wenn Sie nicht persönlich zu uns kommen können, kann eine andere Person für Sie zu uns kommen. Die Person muss uns eine Vollmacht zeigen. Eine Vollmacht ist eine Erlaubnis.","Sie können es oben in der Rubrik ""Download-Service"" aufrufen, am Bildschirm ausfüllen, ausdrucken und bei Ihrem Besuch der Zulassungsstelle mitbringen.",1
862,Die Person muss uns auch ihren Personal-Ausweis oder Pass zeigen. Mehr Informationen dazu stehen unter der Überschrift: Muss ich persönlich zur Zulassung-Stelle?,Natürlich erhalten Sie den Vordruck auch in der Zulassungsstelle.,1
864,"Sie müssen persönlich zu uns kommen. Wenn Sie nicht persönlich kommen können, dann kann auch eine andere Person für Sie zu uns kommen. Die Person muss uns eine Vollmacht zeigen.","Hinweise zu den neuen Fahrzeugpapieren Vorsprache Sie müssen persönlich erscheinen, können sich aber durch eine bevollmächtigte Person vertreten lassen.",1
865,"Eine Vollmacht ist ein Papier, auf dem steht: Dass Sie jemanden etwas erlauben. Wir haben ein Formular für die Vollmacht vorbereitet. Sie können das Formular hier herunter laden.",Ein Formular zur Vollmachterteilung finden Sie weiter oben im Download-Service.,1
866,Das Formular können Sie am Computer ausfüllen. Dann müssen Sie das Formular ausdrucken. Dann müssen Sie das Formular unterschreiben. Wichtig:,"Das Formular können Sie am Computer ausfüllen, ausdrucken und unterschreiben.",1
867,"Die Person muss uns dann die Vollmacht zeigen. Und die Person muss uns ihren Ausweis oder Pass zeigen. Die Zulassung-Bescheinigung Teil 1 kostet 10,90 Euro.","Bitte beachten Sie, dass im Vertretungsfall folgende Unterlagen vorzulegen sind - Personalausweis oder Pass der*des Halters*in - Vollmacht - Personalausweis oder Pass der bevollmächtigten Person Gebühren 10,90 Euro Bei einem Umtausch der Fahrzeugpapiere auf die neuen Zulassungsbescheinigungen fallen zusätzliche Gebühren in Höhe von 8,70 Euro an.",1
879,Weil Sie Ihr Fahrzeug verkaufen. Oder weil Sie es Ihrem Kind schenken. Dann müssen Sie Ihr Fahrzeug beim Amt in Köln ummelden.auf den neuen Halter oder die neue Halterin.,Dabei können wir das Fahrzeug entweder auf die*den bisherige*n oder eine*n neue*n Halter*in zulassen. Oder Sie wollen ein Kölner Fahrzeug auf eine*n neue*n Halter*in in Köln ummelden.,1
880,"Der Halter oder die Halterin ist die Person, auf die das Fahrzeug zugelassen wird.","Falls Sie das Fahrzeug umschreiben lassen wollen, weil Sie nach Köln zugezogen sind, beachten Sie bitte die Informationen, die wir Ihnen unter ""Umzug und neu in Köln"" zusammengestellt haben (siehe weiter unten). Wichtiger Hinweis: Wenn Sie ein Fahrzeug aus dem Ausland anmelden möchten, benötigen Sie ein Termin in der Abteilung für allgemeine und besondere Zulassungsangelegenheiten.",1
881,"Auf dieser Seite erklären wir,wie Sie Ihr Fahrzeug ummelden können.","Bitte beachten Sie unsere Hinweise unter ""Fahrzeuge aus dem Ausland anmelden"".",1
882,"Wenn Sie ein Fahrzeug in Köln ummelden wollen,dann müssen Sie uns diese Papiere zeigen:",Benötigt werden,1
883,Zulassungs-Bescheinigung Teil 1 und Teil 2,Fahrzeugbrief und Fahrzeugschein wenn nicht schon zuvor in die Fahrzeugpapiere Zulassungsbescheinigung Teil I und Teil II umgetauscht wenn nicht schon zuvor in die Fahrzeugpapiere Zulassungsbescheinigung Teil I und Teil II umgetauscht,1
886,Die Zulassungs-Bescheinigung Teil 2 ist ein Nachweis für den Besitz.Damit zeigen Sie: Ich darf das Fahrzeug nutzen.,"Die Vorlage der Zulassungsbescheinigung Teil II ist nur erforderlich, wenn ein Halter- und/oder Kennzeichenwechsel stattfindet.",1
887,"Wenn Sie Ihr Fahrzeug bei der Zulassungs-Stelle anmelden,dann bekommen Sie die Zulassungs-Bescheinigung Teil 1. Früher hieß die Bescheinigung: Fahrzeug-Schein.Die Zulassungs-Bescheinigung Teil 1 ist ein Nachweis das Anmelden.Damit zeigen Sie:Mein Fahrzeug ist beim Amt gemeldet. Wenn Sie Ihr Fahrzeug in Köln ummelden wollen,müssen Sie uns entweder","sofern schon vorhanden; dies ist der Fall, wenn zuvor schon in einer anderen Angelegenheit der bisherige Fahrzeugschein und Fahrzeugbrief umgetauscht wurden.",1
888,den Fahrzeug-Brief und den Fahrzeug-Schein zeigen. oder Ihre Zulassungs-Bescheinigungen Teil 1 und 2.,"Die Vorlage der Zulassungsbescheinigung Teil II ist nur erforderlich, wenn ein Halter- und/oder Kennzeichenwechsel stattfindet.",1
889,Personal-Ausweis oder Pass vom künftigen Halter oder der künftigen Halterin,Personalausweis oder Pass des*der zukünftigen Halter*in Vollmacht bei Vertretung,1
891,"Der Halter oder die Halterin ist die Person, auf die das Fahrzeug zugelassen wird.Die Person muss uns ihren Personal-Ausweis oder Pass zeigen.","Nutzen Sie hierzu auch unser Formular bei ""Download und Infos"" zusätzlich Personalausweis oder Pass der Vertretung. Nutzen Sie hierzu auch unser Formular bei ""Download und Infos""",1
892,Versicherungs-Bestätigung,Versicherungsbestätigung,1
895,"Nachweis über die Haupt-Untersuchung (TÜV) Sie müssen nachweisen,dass Sie die Haupt-Untersuchung bestanden haben.Ein anderes Wort dafür ist: TÜV.",durch den Fahrzeugschein/die Zulassungbescheinigung Teil I oder den letzten Bericht über die Hauptuntersuchung. durch den Fahrzeugschein/die Zulassungbescheinigung Teil I oder den letzten Bericht über die Hauptuntersuchung.,1
896,Dazu können Sie uns diese Papiere zeigen:,Handelsregisterauszug oder Gewerbeanmeldung,1
899,oder den letzten Bericht vom TÜV.Also den Bericht über die Haupt-Untersuchung.,Die Zulassung des Fahrzeuges auf eine minderjährige Person ist nur zulässig aus steuerlichen Gründen auf Grund einer Schwerbehinderung des minderjährigen Kindes oder wenn das minderjährige Kind in Besitz einer für das Fahrzeug erforderlichen Fahrerlaubnis ist.,1
900,Kennzeichen-Schilder,Kennzeichenschilder,1
903,SEPA-Mandat für die Kfz-Steuer SEPA-Mandat für die Kfz-Steuer,SEPA-Lastschriftmandat für den Einzug der Kraftfahrzeugsteuer,1
904,"Wenn Sie in Deutschland ein Fahrzeug zulassen,dann müssen Sie Steuern dafür bezahlen.Das schwere Wort dafür ist: Kraft-Fahrzeug-Steuer.Die Abkürzung ist: Kfz-Steuer.","Zulassung Online Es wird ausdrücklich empfohlen, die Umschreibung des Fahrzeuges online durchzuführen.",1
905,"Das Haupt-Zoll-Amt ist für die Kfz-Steuer zuständig.Das Amt bucht die Steuer automatisch von Ihrem Konto ab.Sie müssen das Abbuchen von Ihrem Konto vorher erlauben.Die Erlaubnis dafür heißt: SEPA-Mandat. Wenn Sie Ihr Fahrzeug zulassen, dann müssen Sie uns die Erlaubnis geben.Damit das Amt die Steuer von Ihrem Konto abbuchen kann.Ohne die Erlaubnis dürfen wir Ihr Fahrzeug nicht zulassen.",Alternativ zum Online-Service können Sie die Umschreibung auch im Rahmen einer persönlichen Vorsprache in der Kfz-Zulassungsstelle durchführen. Fahrzeuge aus dem Ausland anmelden SEPA-Lastschriftmandat für die Kraftfahrzeugsteuer Seit dem 30. Januar 2014 muss bei der Zulassung eines Fahrzeuges ein SEPA-Lastschriftmandat zum Einzug der Kraftfahrzeugsteuer von einem Konto erteilt werden. Ohne dieses Mandat darf die Zulassungsbehörde einen Antrag auf Zulassung eines Fahrzeuges nicht bearbeiten.,1
906,Die Erlaubnis brauchen wir auch:Wenn wir Ihre Daten schon zu einem anderen Fahrzeug haben.Zum Beispiel: Weil Sie 2 Autos haben. Sie können das SEPA-Mandat am Computer ausfüllen.Dann müssen Sie es ausdrucken.Dann müssen Sie es unterschreiben. Wichtig:,"Das SEPA-Mandat ist auch dann nötig, wenn die Daten bereits zu einem anderen Fahrzeug erfasst wurden.",1
909,Achtung: Der Konto-Inhaber ist nicht immer auch der Fahrzeug-Halter.Manchmal bezahlt eine Person die Kfz-Steuer.Obwohl eine andere Person das Auto nutzt.Deshalb brauchen wir immer beide Unterschriften.,Das SEPA-Lastschriftmandat können Sie im Downloadservice herunterladen.,1
911,"Lesen Sie auch die weiteren Informationen zum SEPA-Mandat.Fragen Sie jemanden um Hilfe,wenn Sie etwas nicht verstehen. 1. Sie können das Ummelden online erledigen. Online heißt: Im Internet.","Beachten Sie zum SEPA-Mandat auch unsere allgemeinen Informationen: Umzug und Neu in Köln Hilfreiche Links Vorsprache Sie müssen persönlich erscheinen, können sich aber durch eine bevollmächtigte Person vertreten lassen.",1
913,"Sie können die Ummeldung am Computer erledigen. Auf dieser Seite wird erklärt, was Sie dafür brauchen und wie das geht. Wenn Sie dazu Fragen haben oder etwas nicht verstehen,","Ein Formular zur Vollmachterteilung finden Sie unter ""Download und Infos"" im Download-Service.",1
916,Sie müssen vorher telefonisch oder online einen Termin ausmachen. Das heißt: Sie rufen an oder können am Computer einen Termin machen. Telefon:,"Das Formular können Sie am Computer ausfüllen, ausdrucken und unterschreiben.",1
920,"Wenn Sie das Fahrzeug als Firmen-Fahrzeug nutzen,dann müssen Sie uns auch diese Papiere zeigen: Kopie aus dem Handels-Register Gewerbe-Anmeldung Sie können ein Fahrzeug auf eine Person unter 18 Jahren ummelden.Das ist aber nur in manchen Fällen möglich.Zum Beispiel wenn die Person unter 18 Jahren:","Vorab online oder telefonisch reserviert: 12,80 Euro.Umtausch des alten Fahrzeugbriefes auf die Zulassungsbescheinigung Teil II: 8,70 Euro.Austausch der Zulassungsbescheinigung Teil II, zum Beispiel einer vollgeschriebenen Zulassungsbescheinigung Teil II, in der kein weiterer Haltereintrag möglich ist: 3,60 Euro.Die Gebühren können Sie auch per ec-Karte mit PIN-Nummer oder mit der GeldKarte bezahlen.Zusätzlich fallen Kosten für die Kennzeichenschilder an.",1
926,2. Wenn Sie nicht persönlich kommen können: Sie können die Ummeldung am Computer erledigen. 3. Oder es kann auch eine andere Person für Sie zu uns kommen. Dazu müssen Sie auch einen Termin vorher vereinbaren.,"Austausch der Zulassungsbescheinigung Teil II, zum Beispiel einer vollgeschriebenen Zulassungsbescheinigung Teil II, in der kein weiterer Haltereintrag möglich ist: 3,60 Euro.",1
928,"Eine Vollmacht ist ein Papier, auf dem steht:Dass Sie jemanden etwas erlauben. Das Formular für die Vollmacht können Sie am Computer ausfüllen. Dann müssen Sie das Formular ausdrucken.Dann müssen Sie das Formular unterschreiben. Beim Ummelden muss die Person uns die Vollmacht zeigen.Und die Person muss uns ihren Ausweis oder Pass zeigen.",Die Gebühren können Sie auch per ec-Karte mit PIN-Nummer oder mit der GeldKarte bezahlen.,1
929,"Das Ummelden kostet 19,30 Euro. Achtung: Manchmal müssen Sie mehr bezahlen!",Zusätzlich fallen Kosten für die Kennzeichenschilder an.,1
930,Zum Beispiel für Ihre Kennzeichen.Oder wenn Sie Ihren alten Fahrzeug-Brief umtauschen. Sie können mit Bar-Geld bezahlen.Das heißt: Sie können mit Geld-Scheinen und Münzen bezahlen. Oder Sie können mit Ihrer EC-Karte bezahlen.Eine EC-Karte ist eine Karte aus Plastik.Diese Karte haben Sie bei der Bank für Ihr Konto bekommen.Sie können damit ohne Bar-Geld bezahlen.,Kennzeichen bekommen Sie bei den ortsansässigen Schilderherstellerfirmen.,1
932,Das schwere Wort dafür ist: Standort-Wechsel.,Dann möchten Sie einen sogenannten Standortwechsel durchführen.,1
933,Das bedeutet:Ihr Fahrzeug war bis jetzt an einem anderen Ort in Deutschland zugelassen.Jetzt lassen Sie Ihr Fahrzeug nach Köln umschreiben. Oder Sie lassen ein Kölner Fahrzeug auf eine*n neue Halter*in umschreiben.,Dabei können wir das Fahrzeug entweder auf die*den bisherige*n oder eine*n neue*n Halter*in zulassen. Oder Sie wollen ein Kölner Fahrzeug auf eine*n neue*n Halter*in in Köln ummelden.,1
934,Sie können das Fahrzeug dann zulassen auf,"Falls Sie das Fahrzeug umschreiben lassen wollen, weil Sie nach Köln zugezogen sind, beachten Sie bitte die Informationen, die wir Ihnen unter ""Umzug und neu in Köln"" zusammengestellt haben (siehe weiter unten).",1
935,"den bisherigen Halter oder die bisherige Halterin einen neuen Halter oder eine neue Halterin Der Halter oder die Halterin ist die Person,auf die das Fahrzeug zugelassen wird.","Wichtiger Hinweis: Wenn Sie ein Fahrzeug aus dem Ausland anmelden möchten, benötigen Sie ein Termin in der Abteilung für allgemeine und besondere Zulassungsangelegenheiten.",1
936,"Auf dieser Seite erklären wir,wie Sie Ihr Fahrzeug umschreiben lassen können.","Bitte beachten Sie unsere Hinweise unter ""Fahrzeuge aus dem Ausland anmelden"".",1
937,"Wenn Sie von außerhalb nach Köln umziehen,lesen Sie bitte auch die Infos zum ""Umzug und neu in Köln"".",Benötigt werden,1
938,"Wenn Sie ein Fahrzeug nach Köln umschreiben wollen, dann müssen Sie uns diese Papiere zeigen: Zulassungs-Bescheinigung Teil 1 und Teil 2",Fahrzeugbrief und Fahrzeugschein wenn nicht schon zuvor in die Fahrzeugpapiere Zulassungsbescheinigung Teil I und Teil II umgetauscht wenn nicht schon zuvor in die Fahrzeugpapiere Zulassungsbescheinigung Teil I und Teil II umgetauscht,1
939,Zulassungs-Bescheinigung Teil 1 und Teil 2,Zulassungsbescheinigung Teil I und Teil II,1
940,"Wenn Sie ein Fahrzeug kaufen,dann bekommen Sie die Zulassungs-Bescheinigung Teil 2. Früher hieß das: Fahrzeug-Brief.","sofern schon vorhanden; dies ist der Fall, wenn zuvor schon in einer anderen Angelegenheit der bisherige Fahrzeugschein und Fahrzeugbrief umgetauscht wurden.",1
941,"Die Zulassungs-Bescheinigung Teil 2 ist ein Nachweis für den Besitz.Damit zeigen Sie: Ich darf das Fahrzeug nutzen. Wenn Sie Ihr Fahrzeug bei der Zulassungs-Stelle anmelden,dann bekommen Sie die Zulassungs-Bescheinigung Teil 1.","Die Vorlage der Zulassungsbescheinigung Teil II ist nur erforderlich, wenn ein Halter- und/oder Kennzeichenwechsel stattfindet.",1
942,"Früher hieß das: Fahrzeug-Schein. Die Zulassungs-Bescheinigung Teil 1 ist ein Nachweis das Anmelden.Damit zeigen Sie: Mein Fahrzeug ist beim Amt gemeldet. Wenn Sie Ihr Fahrzeug von außerhalb nach Köln umschreiben wollen,dann zeigen Sie uns Ihre Zulassungs-Bescheinigung Teil 1.Oder Ihren Fahrzeug-Schein.","sofern schon vorhanden; dies ist der Fall, wenn zuvor schon in einer anderen Angelegenheit der bisherige Fahrzeugschein und Fahrzeugbrief umgetauscht wurden.",1
943,Sie müssen uns auch Ihre Zulassungs-Bescheinigung Teil 2 oder Ihren Fahrzeug-Brief zeigen: wenn sich der Halter oder die Halterin ändert oder wenn sich das Kenn-Zeichen ändert.,"Die Vorlage der Zulassungsbescheinigung Teil II ist nur erforderlich, wenn ein Halter- und/oder Kennzeichenwechsel stattfindet.",1
944,Personal-Ausweis oder Pass vom Halter oder der Halterin,Personalausweis oder Pass des*der zukünftigen Halter*in,1
949,Versicherungs-Bestätigung In Deutschland muss jedes zugelassene Fahrzeug versichert sein.Das heißt: Sie brauchen eine Kfz-Versicherung für Ihr Fahrzeug.Sie müssen uns einen Nachweis von der Versicherung zeigen. Das schwere Wort dafür ist:elektronische Versicherungs-Bestätigungs-NummerDie Abkürzung dafür ist: EVB-Nummer.,durch Vorlage einer sogenannten VB-Nummer einer Kfz-Haftpflichtversicherung!,1
950,Die eVB-Nummer bekommen Sie von Ihrer Kfz-Versicherung.,durch Vorlage einer sogenannten VB-Nummer einer Kfz-Haftpflichtversicherung!,1
951,Nachweis über die Haupt-Untersuchung (TÜV),Nachweis über die gültige Hauptuntersuchung,1
952,"Nachweis über die Haupt-Untersuchung (TÜV) Sie müssen nachweisen,dass Sie die Haupt-Untersuchung bestanden haben.Ein anderes Wort dafür ist: TÜV.",durch den Fahrzeugschein/die Zulassungbescheinigung Teil I oder den letzten Bericht über die Hauptuntersuchung. durch den Fahrzeugschein/die Zulassungbescheinigung Teil I oder den letzten Bericht über die Hauptuntersuchung. Handelsregisterauszug oder Gewerbeanmeldung,1
953,Dazu können Sie uns diese Papiere zeigen:,bei Nutzung des Fahrzeugs als Firmenfahrzeug bei Nutzung des Fahrzeugs als Firmenfahrzeug Bei Minderjährigen Einverständniserklärung beider Eltern oder des Vormundes sowie deren Ausweisdokumente Die Zulassung des Fahrzeuges auf eine minderjährige Person ist nur zulässig aus steuerlichen Gründen auf Grund einer Schwerbehinderung des minderjährigen Kindes oder wenn das minderjährige Kind in Besitz einer für das Fahrzeug erforderlichen Fahrerlaubnis ist.,1
954,den Fahrzeug-Schein oder die Zulassung-Bescheinigung Teil 1 oder den letzten Bericht vom TÜV.Also den Bericht über die Haupt-Untersuchung.,Die Zulassung des Fahrzeuges auf eine minderjährige Person ist nur zulässig aus steuerlichen Gründen auf Grund einer Schwerbehinderung des minderjährigen Kindes oder wenn das minderjährige Kind in Besitz einer für das Fahrzeug erforderlichen Fahrerlaubnis ist.,1
955,Kennzeichen-Schilder,Kennzeichenschilder,1
956,Kennzeichen-Schilder,"bei noch zugelassenen Fahrzeugen, wenn das bisherige Kennzeichen durch ein Kölner Kennzeichen ersetzt werden soll. Innerhalb Deutschlands können Sie das bisherige Kennzeichen beibehalten. Sie können auch das Kennzeichen eines bislang in einer anderen Stadt noch zugelassenen und nun in Köln zu registrierenden Kraftfahrzeugs übernehmen.",1
957,"Wenn wir Ihr altes Kennzeichen tauschen sollengegen ein neues Kölner Kennzeichen,dann müssen Sie Ihre Kennzeichen-Schilder mitbringen!","bei noch zugelassenen Fahrzeugen, wenn das bisherige Kennzeichen durch ein Kölner Kennzeichen ersetzt werden soll.",1
958,"Sie können auch Ihr altes Kennzeichen behalten,wenn Sie innerhalb von Deutschland umziehen.Dann müssen Sie Ihr Kennzeichen nicht tauschen. Das Ändern vom Kennzeichen ist freiwillig.",Innerhalb Deutschlands können Sie das bisherige Kennzeichen beibehalten. Sie können auch das Kennzeichen eines bislang in einer anderen Stadt noch zugelassenen und nun in Köln zu registrierenden Kraftfahrzeugs übernehmen.,1
959,SEPA-Mandat für die Kfz-Steuer SEPA-Mandat für die Kfz-Steuer,SEPA-Lastschriftmandat für den Einzug der Kraftfahrzeugsteuer,1
960,"Wenn Sie in Deutschland ein Fahrzeug zulassen,dann müssen Sie Steuern dafür bezahlen.","Zulassung Online Es wird ausdrücklich empfohlen, die Umschreibung des Fahrzeuges online durchzuführen.",1
